title_y,cluster_id
Sgt. Bilko,4
Spy Kids 2: The Island of Lost Dreams,1
Star Trek: Generations,1
The Grandmaster,3
Water for Elephants,1
Dragon Nest: Warriors' Dawn,2
The Hurricane,1
Enough,1
Heartbreakers,0
Paul Blart: Mall Cop 2,1
Angel Eyes,1
Joe Somebody,0
The Ninth Gate,1
Extreme Measures,0
Rock Star,1
Precious,3
White Squall,0
The Thing,3
Riddick,1
Switchback,0
Texas Rangers,4
City of Ember,1
The Master,1
Virgin Territory,0
The Express,0
The 5th Wave,1
Creed,1
The Town,1
What to Expect When You're Expecting,1
Burn After Reading,1
Nim's Island,1
Rush,1
Magnolia,3
Cop Out,1
How to Be Single,1
Dolphin Tale,1
Twilight,2
John Q,1
Blue Streak,1
We're the Millers,1
The Inhabited Island,0
Breakdown,1
Never Say Never Again,1
Hot Tub Time Machine,1
Dolphin Tale 2,1
Reindeer Games,1
A Man Apart,1
Aloha,1
Ghosts of Mississippi,4
Snow Falling on Cedars,4
The Rite,1
Gattaca,1
Isn't She Great,0
Space Chimps,2
Head of State,4
The Hangover,2
Ip Man 3,1
Austin Powers: The Spy Who Shagged Me,1
Batman,2
There Be Dragons,4
Lethal Weapon 3,1
The Blind Side,1
Spy Kids,1
Horrible Bosses,1
True Grit,1
The Devil Wears Prada,2
Star Trek: The Motion Picture,3
Identity Thief,1
Cape Fear,1
21,1
Trainwreck,1
Guess Who,1
The English Patient,1
L.A. Confidential,1
Sky High,1
In & Out,0
Species,1
A Nightmare on Elm Street,3
The Cell,1
The Man in the Iron Mask,1
Secretariat,1
TMNT,2
Radio,1
Friends with Benefits,1
Neighbors 2: Sorority Rising,1
Saving Mr. Banks,1
Malcolm X,3
This Is 40,1
Old Dogs,1
Underworld: Rise of the Lycans,1
License to Wed,1
The Benchwarmers,4
Must Love Dogs,1
Donnie Brasco,1
Resident Evil,1
Poltergeist,3
The Ladykillers,1
Max Payne,1
In Time,2
The Back-Up Plan,1
Something Borrowed,1
Black Knight,0
The Bad News Bears,0
Street Fighter,1
The Pianist,1
The Nativity Story,0
House of Wax,1
Closer,1
J. Edgar,1
Mirrors,1
Queen of the Damned,0
Predator 2,1
Untraceable,0
Blast from the Past,0
Flash Gordon,0
Jersey Girl,1
Alex Cross,1
Midnight in the Garden of Good and Evil,3
Heist,0
Nanny McPhee and the Big Bang,1
Hoffa,1
The X Files: I Want to Believe,1
Ella Enchanted,1
Concussion,1
Abduction,1
Valiant,2
Wonder Boys,0
Superhero Movie,1
Broken City,1
Cursed,0
Premium Rush,1
Hot Pursuit,1
The Four Feathers,0
Parker,1
Wimbledon,0
Furry Vengeance,0
Bait,0
Krull,0
Lions for Lambs,1
Flight of the Intruder,0
Walk Hard: The Dewey Cox Story,0
The Shipping News,4
American Outlaws,0
The Young Victoria,0
Whiteout,0
The Tree of Life,1
Knock Off,0
Sabotage,1
The Order,0
Punisher: War Zone,0
Zoom,0
The Walk,1
Warriors of Virtue,4
A Good Year,2
Radio Flyer,0
Bound by Honor,3
Smilla's Sense of Snow,0
Femme Fatale,0
Lion of the Desert,3
The Horseman on the Roof,0
Ride with the Devil,0
Biutiful,3
Bandidas,0
Black Water Transit,4
The Maze Runner,2
Unfinished Business,0
The Age of Innocence,1
The Fountain,1
Chill Factor,1
Stolen,1
Ponyo,2
The Longest Ride,1
The Astronaut's Wife,1
I Dreamed of Africa,0
Playing for Keeps,0
Mandela: Long Walk to Freedom,0
Reds,3
A Few Good Men,1
Exit Wounds,1
Big Momma's House,1
Thunder and the House of Magic,0
The Darkest Hour,1
Step Up Revolution,1
Snakes on a Plane,1
The Watcher,0
The Punisher,1
Goal!: The Dream Begins,0
Safe,1
Pushing Tin,0
Return of the Jedi,2
Doomsday,1
The Reader,1
Wanderlust,0
Elf,1
Phenomenon,1
Snow Dogs,0
Scrooged,3
Nacho Libre,1
Bridesmaids,1
This Is the End,1
Stigmata,1
Men of Honor,1
Takers,1
The Big Wedding,1
"Big Mommas: Like Father, Like Son",1
Source Code,1
Alive,0
The Number 23,1
The Young and Prodigious T.S. Spivet,0
1941,0
Dreamer: Inspired By a True Story,4
A History of Violence,1
Transporter 2,1
The Quick and the Dead,0
Laws of Attraction,0
Bringing Out the Dead,0
Repo Men,1
Dragon Wars: D-War,1
Bogus,0
The Incredible Burt Wonderstone,1
Cats Don't Dance,2
Cradle Will Rock,4
The Good German,0
George and the Dragon,0
Apocalypse Now,2
Going the Distance,1
Mr. Holland's Opus,1
Criminal,1
Out of Africa,3
Flight,1
Moonraker,1
The Grand Budapest Hotel,2
Hearts in Atlantis,0
Arachnophobia,1
Frequency,1
Vacation,1
Get Shorty,1
Chicago,1
Big Daddy,1
American Pie 2,1
Toy Story,2
Speed,2
The Vow,1
Extraordinary Measures,0
Remember the Titans,1
The Hunt for Red October,1
The Butler,1
DodgeBall: A True Underdog Story,1
The Addams Family,1
Ace Ventura: When Nature Calls,1
The Princess Diaries,1
The First Wives Club,1
Se7en,2
District 9,2
The SpongeBob SquarePants Movie,2
Mystic River,1
Million Dollar Baby,1
Analyze This,1
The Notebook,1
27 Dresses,1
Hannah Montana: The Movie,1
Rugrats in Paris: The Movie,2
The Prince of Tides,1
Legends of the Fall,1
Up in the Air,1
About Schmidt,1
Warm Bodies,1
Looper,2
Down to Earth,4
Babe,2
Hope Springs,1
Forgetting Sarah Marshall,1
Four Brothers,1
Baby Mama,1
Hope Floats,4
Bride Wars,1
Without a Paddle,1
13 Going on 30,1
Midnight in Paris,1
The Nut Job,2
Blow,1
Message in a Bottle,1
Star Trek V: The Final Frontier,1
Like Mike,0
The Naked Gun 33⅓: The Final Insult,3
A View to a Kill,1
The Curse of the Were-Rabbit,2
P.S. I Love You,1
Racing Stripes,2
Atonement,1
Letters to Juliet,1
Black Rain,1
The Three Stooges,1
Corpse Bride,2
Glory Road,3
Sicario,1
Southpaw,1
Drag Me to Hell,1
The Age of Adaline,1
Secondhand Lions,0
Step Up 3D,1
Blue Crush,1
Stranger Than Fiction,1
30 Days of Night,1
The Cabin in the Woods,1
Meet the Spartans,1
Midnight Run,0
The Running Man,3
Little Shop of Horrors,3
Hanna,1
Mortal Kombat: Annihilation,0
Larry Crowne,0
Carrie,1
Take the Lead,0
Gridiron Gang,0
What's the Worst That Could Happen?,1
9,2
Side Effects,1
The Prince & Me,0
Winnie the Pooh,2
Dumb and Dumberer: When Harry Met Lloyd,0
Bulworth,0
Get on Up,0
One True Thing,4
Virtuosity,0
My Super Ex-Girlfriend,1
Deliver Us from Evil,1
Sanctum,1
Little Black Book,0
The Five-Year Engagement,1
Mr. 3000,0
The Next Three Days,1
Ultraviolet,1
Assault on Precinct 13,0
The Replacement Killers,0
Fled,0
Eight Legged Freaks,0
Love & Other Drugs,1
88 Minutes,0
North Country,0
The Whole Ten Yards,0
Splice,1
Howard the Duck,0
Pride and Glory,0
The Cave,0
Alex & Emma,0
Wicker Park,0
Fright Night,1
The New World,0
Wing Commander,0
In Dreams,4
Dragonball Evolution,1
The Last Stand,1
Godsend,0
Chasing Liberty,0
Hoodwinked Too! Hood VS. Evil,2
An Unfinished Life,0
The Imaginarium of Doctor Parnassus,1
Barney's Version,0
Runner Runner,1
Antitrust,0
Glory,0
Once Upon a Time in America,3
Dead Man Down,1
The Merchant of Venice,4
The Good Thief,4
Supercross,0
Miss Potter,0
The Promise,4
DOA: Dead or Alive,0
The Assassination of Jesse James by the Coward Robert Ford,3
1911,0
Little Nicholas,0
Wild Card,1
Machine Gun Preacher,0
Animals United,4
Goodbye Bafana,0
United Passions,0
Grace of Monaco,0
Savva. Heart of the Warrior,2
Ripley's Game,0
Sausage Party,2
Pitch Perfect 2,1
Walk the Line,1
Keeping the Faith,0
The Borrowers,0
Frost/Nixon,0
Confessions of a Dangerous Mind,0
Serving Sara,0
The Boss,1
Cry Freedom,4
Mumford,4
Seed of Chucky,0
The Jacket,1
Aladdin,2
Straight Outta Compton,1
Indiana Jones and the Temple of Doom,2
The Rugrats Movie,2
Along Came a Spider,1
Florence Foster Jenkins,1
Once Upon a Time in Mexico,1
Die Hard,2
Role Models,1
The Big Short,1
Taking Woodstock,4
Miracle,1
Dawn of the Dead,1
The Wedding Planner,1
Space Pirate Captain Harlock,2
The Royal Tenenbaums,2
Identity,1
Last Vegas,1
For Your Eyes Only,1
Serendipity,1
Timecop,1
Zoolander,1
Safe Haven,1
Hocus Pocus,1
No Reservations,1
Kick-Ass,2
30 Minutes or Less,1
Dracula 2000,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",1
Pride & Prejudice,1
Blade Runner,2
Rob Roy,0
3 Days to Kill,1
We Own the Night,1
Lost Souls,4
Winged Migration,2
Just My Luck,1
"Mystery, Alaska",0
The Spy Next Door,1
A Simple Wish,0
Ghosts of Mars,0
Our Brand Is Crisis,0
Pride and Prejudice and Zombies,1
Kundun,0
How to Lose Friends & Alienate People,0
Kick-Ass 2,1
Alatriste,0
Brick Mansions,1
Octopussy,1
Knocked Up,1
My Sister's Keeper,1
Welcome Home Roscoe Jenkins,1
A Passage to India,3
Notes on a Scandal,3
Rendition,0
Star Trek VI: The Undiscovered Country,1
Divine Secrets of the Ya-Ya Sisterhood,0
Kiss the Girls,1
The Blues Brothers,3
The Sisterhood of the Traveling Pants 2,0
Joyful Noise,4
About a Boy,1
Lake Placid,1
Lucky Number Slevin,1
The Right Stuff,3
Anonymous,0
The NeverEnding Story,2
Dark City,1
The Duchess,0
Return to Oz,2
The Newton Boys,1
Case 39,1
Suspect Zero,0
Martian Child,4
Spy Kids: All the Time in the World,1
Money Monster,1
The 51st State,4
Flawless,0
Mindhunters,0
What Just Happened,0
The Statement,4
The Magic Flute,4
Paul Blart: Mall Cop,1
Freaky Friday,1
The 40 Year Old Virgin,1
Shakespeare in Love,1
A Walk Among the Tombstones,1
Kindergarten Cop,1
Pineapple Express,1
Ever After: A Cinderella Story,1
Open Range,3
Flatliners,3
A Bridge Too Far,3
Red Eye,1
Final Destination 2,1
"O Brother, Where Art Thou?",1
Legion,1
Pain & Gain,1
In Good Company,4
Clockstoppers,0
Silverado,0
Brothers,1
Agent Cody Banks 2: Destination London,0
New Year's Eve,1
Original Sin,0
The Raven,1
Welcome to Mooseport,0
Highlander: The Final Dimension,0
Blood and Wine,0
Snow White: A Tale of Terror,0
The Curse of the Jade Scorpion,4
Accidental Love,0
Flipper,0
Self/less,1
The Constant Gardener,3
The Passion of the Christ,2
Mrs. Doubtfire,2
Rain Man,2
Gran Torino,1
W.,0
Taken,2
The Best of Me,1
The Bodyguard,2
Schindler's List,2
The Help,1
The Fifth Estate,0
Scooby-Doo 2: Monsters Unleashed,1
Forbidden Kingdom,0
Freddy vs. Jason,1
The Face of an Angel,4
Jimmy Neutron: Boy Genius,2
Cloverfield,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2
The Untouchables,3
No Country for Old Men,1
Ride Along,1
Bridget Jones's Diary,1
Chocolat,1
"Legally Blonde 2: Red, White & Blonde",1
Parental Guidance,1
No Strings Attached,1
Tombstone,3
Romeo Must Die,1
The Omen,3
Final Destination 3,1
The Lucky One,1
Bridge to Terabithia,1
Finding Neverland,1
A Madea Christmas,4
The Grey,1
Hide and Seek,1
Anchorman: The Legend of Ron Burgundy,1
GoodFellas,2
Agent Cody Banks,1
Nanny McPhee,1
Scarface,2
Nothing to Lose,0
The Last Emperor,3
Contraband,1
Money Talks,4
There Will Be Blood,1
The Wild Thornberrys Movie,2
Rugrats Go Wild,4
Undercover Brother,1
The Sisterhood of the Traveling Pants,0
Kiss of the Dragon,1
The House Bunny,1
Beauty Shop,0
Million Dollar Arm,0
The Giver,1
What a Girl Wants,0
Jeepers Creepers 2,1
Good Luck Chuck,1
Cradle 2 the Grave,1
The Hours,1
She's the Man,1
Mr. Bean's Holiday,1
Anacondas: The Hunt for the Blood Orchid,1
Blood Ties,0
August Rush,1
Elizabeth,1
Bride of Chucky,1
Tora! Tora! Tora!,3
Spice World,1
The Sitter,0
Dance Flick,4
The Shawshank Redemption,2
Crocodile Dundee in Los Angeles,0
Kingpin,0
The Gambler,1
August: Osage County,1
Ice Princess,0
A Lot Like Love,0
Eddie the Eagle,3
He Got Game,0
Don Juan DeMarco,0
Dear John,1
The Losers,1
Don't Be Afraid of the Dark,0
War,1
Punch-Drunk Love,1
EuroTrip,1
Half Past Dead,0
Unaccompanied Minors,0
"Bright Lights, Big City",4
The Adventures of Pinocchio,4
The Greatest Game Ever Played,0
The Box,1
The Ruins,0
The Next Best Thing,0
My Soul to Take,0
The Girl Next Door,1
Maximum Risk,1
Stealing Harvard,4
Legend,1
Hot Rod,0
Shark Night,0
Angela's Ashes,4
Draft Day,0
Lifeforce,0
The Conspirator,0
Lords of Dogtown,0
The 33,0
Big Trouble in Little China,3
Fly Me to the Moon,4
Warrior,1
Michael Collins,0
Gettysburg,3
Stop-Loss,0
Abandon,0
Brokedown Palace,0
The Possession,1
Mrs. Winterbourne,0
Straw Dogs,0
The Hoax,0
Stone Cold,4
The Road,1
Sheena,0
Underclassman,4
Say It Isn't So,0
The World's Fastest Indian,0
Tank Girl,0
King's Ransom,4
Blindness,0
BloodRayne,0
Carnage,3
Where the Truth Lies,0
Cirque du Soleil: Worlds Away,3
Without Limits,0
Me and Orson Welles,0
The Best Offer,3
The Bad Lieutenant: Port of Call - New Orleans,0
A Turtle's Tale: Sammy's Adventures,2
Little White Lies,3
Love Ranch,4
The True Story of Puss 'n Boots,4
Space Dogs,2
The Counselor,1
Ironclad,0
Waterloo,3
Kung Fu Jungle,0
Red Sky,0
Dangerous Liaisons,0
On the Road,0
Star Trek IV: The Voyage Home,1
Rocky Balboa,1
Scream 2,1
Jane Got a Gun,0
Think Like a Man Too,3
The Whole Nine Yards,1
Footloose,3
Old School,3
The Fisher King,3
I Still Know What You Did Last Summer,1
Return to Me,0
Zack and Miri Make a Porno,1
Nurse Betty,0
The Men Who Stare at Goats,1
Double Take,4
"Girl, Interrupted",1
Win a Date with Tad Hamilton!,0
Muppets from Space,0
The Wiz,0
Ready to Rumble,0
Play It to the Bone,0
I Don't Know How She Does It,0
Piranha 3D,1
Beyond the Sea,0
Meet the Deedles,0
The Thief and the Cobbler,2
The Bridge of San Luis Rey,4
Faster,1
Howl's Moving Castle,2
Zombieland,2
The Waterboy,1
The Empire Strikes Back,2
Bad Boys,1
The Naked Gun 2½: The Smell of Fear,3
Final Destination,1
The Ides of March,1
Pitch Black,1
Someone Like You...,0
Her,2
Joy Ride,1
The Adventurer: The Curse of the Midas Box,0
Anywhere But Here,0
The Crew,4
Haywire,1
Jaws: The Revenge,0
Marvin's Room,4
The Longshots,4
The End of the Affair,0
Harley Davidson and the Marlboro Man,0
In the Valley of Elah,1
Coco Before Chanel,0
Forsaken,0
Cheri,0
Vanity Fair,0
Bodyguards and Assassins,0
1408,1
Spaceballs,2
The Water Diviner,0
Ghost,2
There's Something About Mary,1
The Santa Clause,1
The Rookie,1
The Game Plan,1
The Bridges of Madison County,1
The Animal,1
Gandhi,3
The Hundred-Foot Journey,3
The Net,1
I Am Sam,1
Son of God,3
Underworld,1
Derailed,1
The Informant!,0
Shadowlands,0
Deuce Bigalow: European Gigolo,0
Delivery Man,1
Our Kind of Traitor,0
Saving Silverman,0
Diary of a Wimpy Kid: Dog Days,3
Summer of Sam,4
Jay and Silent Bob Strike Back,0
The Glass House,0
"Hail, Caesar!",1
Josie and the Pussycats,0
Homefront,1
The Little Vampire,0
I Heart Huckabees,0
RoboCop 3,0
Megiddo: The Omega Code 2,4
Darling Lili,4
Dudley Do-Right,1
The Transporter Refueled,1
The Libertine,4
Black Book,0
Joyeux Noël,0
Hit & Run,0
Mad Money,4
Before I Go to Sleep,1
Sorcerer,0
Stone,0
Moliere,4
Out of the Furnace,1
Michael Clayton,1
My Fellow Americans,4
Arlington Road,0
Underdogs,2
To Rome with Love,1
Firefox,3
"South Park: Bigger, Longer & Uncut",2
Death at a Funeral,3
Teenage Mutant Ninja Turtles III,2
Hardball,0
Silver Linings Playbook,2
Freedom Writers,0
For Colored Girls,3
The Transporter,1
Never Back Down,1
The Rage: Carrie 2,0
Away We Go,0
Swing Vote,0
Moonlight Mile,0
Tinker Tailor Soldier Spy,1
Molly,4
The Beaver,0
The Best Little Whorehouse in Texas,3
eXistenZ,3
Raiders of the Lost Ark,2
Home Alone 2: Lost in New York,2
Close Encounters of the Third Kind,2
Pulse,0
Beverly Hills Cop II,1
Bringing Down the House,1
The Silence of the Lambs,2
Wayne's World,1
Jackass 3D,3
Jaws 2,3
Beverly Hills Chihuahua,2
The Conjuring,1
Are We There Yet?,1
Tammy,1
School of Rock,1
Mortal Kombat,1
White Chicks,1
The Descendants,1
Holes,0
The Last Song,1
12 Years a Slave,2
Drumline,1
Why Did I Get Married Too?,1
Edward Scissorhands,2
Me Before You,1
Madea's Witness Protection,4
The French Connection,3
Bad Moms,1
Date Movie,0
Return to Never Land,2
Selma,3
The Jungle Book 2,2
Boogeyman,1
Premonition,1
The Tigger Movie,2
Orphan,1
Max,3
Epic Movie,1
Spotlight,1
Lakeview Terrace,0
The Grudge 2,0
How Stella Got Her Groove Back,1
Bill & Ted's Bogus Journey,0
Man of the Year,1
The Black Hole,2
The American,1
Selena,3
Vampires Suck,1
Babel,1
This Is Where I Leave You,3
Doubt,3
Team America: World Police,2
Texas Chainsaw 3D,1
Copycat,4
Scary Movie 5,1
Paint Your Wagon,3
Milk,3
Risen,0
Ghost Ship,1
A Very Harold & Kumar Christmas,0
Wild Things,1
The Stepfather,4
The Debt,0
High Fidelity,1
One Missed Call,0
Eye for an Eye,0
The Bank Job,1
Eternal Sunshine of the Spotless Mind,2
You Again,0
Street Kings,1
The World's End,1
Nancy Drew,4
Daybreakers,1
She's Out of My League,1
Monte Carlo,1
Stay Alive,0
Quigley Down Under,4
Alpha and Omega,2
The Covenant,0
Stick It,4
Shorts,1
To Die For,0
Nerve,1
Appaloosa,0
Vampires,0
Psycho,2
My Best Friend's Girl,0
Endless Love,1
Georgia Rule,0
Under the Rainbow,0
Ladyhawke,0
Simon Birch,0
Reign Over Me,0
Into the Wild,2
School for Scoundrels,0
Silent Hill: Revelation 3D,1
From Dusk Till Dawn,1
Pooh's Heffalump Movie,2
Home for the Holidays,0
Kung Fu Hustle,3
The Country Bears,2
The Kite Runner,3
21 Grams,1
Paparazzi,0
A Guy Thing,0
Loser,4
Capitalism: A Love Story,0
The Greatest Story Ever Told,3
Secret in Their Eyes,0
Disaster Movie,0
Armored,0
The Man Who Knew Too Little,0
What's Your Number?,1
Lockout,1
Envy,1
Crank: High Voltage,1
Bullets Over Broadway,4
One Night with the King,0
The Quiet American,0
The Weather Man,0
Undisputed,0
Ghost Town,0
12 Rounds,2
Let Me In,1
3 Ninjas Kick Back,4
Be Kind Rewind,1
Mrs Henderson Presents,4
Triple 9,1
Deconstructing Harry,0
Three to Tango,0
Burnt,1
We're No Angels,0
Everyone Says I Love You,1
Death Sentence,0
Everybody's Fine,0
Superbabies: Baby Geniuses 2,0
The Man,0
Code Name: The Cleaner,0
Connie and Carla,0
Sweet Charity,3
Inherent Vice,1
Doogal,4
Battle of the Year,0
An American Carol,0
Machete Kills,1
Willard,0
Strange Wilderness,0
Topsy-Turvy,4
Little Boy,0
A Dangerous Method,3
A Scanner Darkly,3
Chasing Mavericks,4
Alone in the Dark,0
Bandslam,0
Birth,0
A Most Violent Year,1
Passchendaele,4
Flash of Genius,4
I'm Not There.,0
The Cold Light of Day,0
The Brothers Bloom,0
"Synecdoche, New York",0
Princess Mononoke,2
Bon voyage,4
Can't Stop the Music,4
The Proposition,0
My All American,0
Marci X,0
Equilibrium,1
The Children of Huang Shi,0
The Yards,4
The Oogieloves in the Big Balloon Adventure,4
By the Sea,0
Steamboy,0
The Game of Their Lives,4
All Good Things,0
Rapa Nui,0
CJ7,1
The Visitors II: The Corridors of Time,4
Dylan Dog: Dead of Night,0
People I Know,0
The Tempest,0
Regression,1
Three Kingdoms: Resurrection of the Dragon,4
Butterfly on a Wheel,0
Zambezia,2
Ramanujan,4
Dwegons,4
Hands of Stone,0
Survivor,1
The Frozen Ground,1
The Painted Veil,0
The Baader Meinhof Complex,0
Dances with Wolves,2
Bad Teacher,1
Sea of Love,1
A Cinderella Story,1
Scream,2
Thir13en Ghosts,1
The Shining,2
Back to the Future,2
House on Haunted Hill,0
I Can Do Bad All By Myself,4
Fight Valley,0
The Switch,1
Just Married,1
The Devil's Double,0
Thomas and the Magic Railroad,4
The Crazies,1
Spirited Away,2
Firestorm,4
The Bounty,0
The Book Thief,1
Sex Drive,0
Leap Year,1
The Fall of the Roman Empire,3
Take Me Home Tonight,0
Won't Back Down,0
The Nutcracker,0
Kansas City,0
Indignation,4
The Amityville Horror,1
Adaptation.,3
Land of the Dead,1
Out of Inferno,4
Fear and Loathing in Las Vegas,1
The Invention of Lying,0
Neighbors,1
The Mask,2
Big,1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1
Legally Blonde,1
Star Trek III: The Search for Spock,3
The Exorcism of Emily Rose,1
Deuce Bigalow: Male Gigolo,1
Left Behind,0
The Family Stone,0
Barbershop 2:  Back in Business,1
Bad Santa,1
Austin Powers: International Man of Mystery,1
My Big Fat Greek Wedding 2,1
Diary of a Wimpy Kid: Rodrick Rules,1
Predator,2
Amadeus,2
Prom Night,0
Mean Girls,1
Under the Tuscan Sun,4
Gosford Park,3
Peggy Sue Got Married,3
Birdman,2
Blue Jasmine,1
United 93,3
Honey,1
Spy Hard,0
The Fog,3
Soul Surfer,3
Catch-22,3
Observe and Report,0
Conan the Destroyer,3
Raging Bull,3
Love Happens,0
Young Sherlock Holmes,0
Fame,4
127 Hours,1
Small Time Crooks,4
Center Stage,0
Love the Coopers,0
Catch That Kid,0
Life as a House,0
Steve Jobs,1
"I Love You, Beth Cooper",0
Youth in Revolt,0
The Legend of the Lone Ranger,0
The Tailor of Panama,0
Blow Out,0
Getaway,0
The Ice Storm,0
And So It Goes,0
Troop Beverly Hills,4
Being Julia,4
Nine 1/2 Weeks,0
Dragonslayer,0
The Last Station,4
Ed Wood,3
Labor Day,0
Mongol: The Rise of Genghis Khan,0
RockNRolla,1
Megaforce,4
Hamlet,4
Mao's Last Dancer,0
Midnight Special,1
Anything Else,4
The Railway Man,0
The White Ribbon,3
Restoration,4
The Wraith,0
Salton Sea,0
Metallica: Through the Never,0
The Informers,0
Carlos,3
I Come with the Rain,0
One Man's Hero,4
Day of the Dead,3
I Am Wrath,0
Renaissance,2
Red Sonja,0
Red Lights,0
Superbad,1
Madea Goes to Jail,1
Wolves,0
Step Up 2: The Streets,1
Hoodwinked!,2
Hotel Rwanda,3
Hitman,1
Black Nativity,0
The Prince,1
City of Ghosts,4
The Others,1
Aliens,2
My Fair Lady,3
I Know What You Did Last Summer,1
Let's Be Cops,1
Sideways,1
Beerfest,0
Halloween,3
Good Boy!,2
The Best Man Holiday,3
Smokin' Aces,1
Saw: The Final Chapter,1
40 Days and 40 Nights,0
A Night at the Roxbury,0
Beastly,1
The Hills Have Eyes,1
Dickie Roberts: Former Child Star,4
"McFarland, USA",3
Lottery Ticket,4
ATL,0
Pitch Perfect,2
Summer Catch,0
A Simple Plan,4
They,0
Larry the Cable Guy: Health Inspector,4
The Adventures of Elmo in Grouchland,2
Brooklyn's Finest,0
55 Days at Peking,3
Evil Dead,1
My Life in Ruins,0
American Dreamz,0
Superman IV: The Quest for Peace,0
How She Move,4
Running Scared,0
Bobby Jones: Stroke of Genius,4
Shanghai Surprise,0
The Illusionist,1
Roar,0
Veronica Guerin,0
Escobar: Paradise Lost,0
Southland Tales,0
Dragon Hunters,2
Damnation Alley,0
The Apparition,0
My Girl,3
Fur: An Imaginary Portrait of Diane Arbus,0
Wall Street,3
Sense and Sensibility,1
Becoming Jane,0
Sydney White,0
House of Sand and Fog,0
Dead Poets Society,2
Dumb and Dumber,1
When Harry Met Sally...,3
The Verdict,3
Road Trip,1
Varsity Blues,4
The Artist,1
The Unborn,1
Moonrise Kingdom,1
The Texas Chainsaw Massacre: The Beginning,0
The Young Messiah,0
The Master of Disguise,4
Pan's Labyrinth,2
See Spot Run,4
Baby Boy,0
The Roommate,0
Joe Dirt,0
Double Impact,0
Hot Fuzz,1
The Women,1
Vicky Cristina Barcelona,1
Arn: The Knight Templar,0
Boys and Girls,1
White Oleander,4
Jennifer's Body,1
Drowning Mona,0
Radio Days,0
Remember Me,1
How to Deal,4
My Stepmother is an Alien,2
Philadelphia,1
The Thirteenth Floor,0
The Cookout,0
Meteor,4
Duets,4
Hollywood Ending,0
Detroit Rock City,0
Highlander,3
Things We Lost in the Fire,0
Steel,0
The Immigrant,0
The White Countess,4
Trance,1
Soul Plane,0
Welcome to the Sticks,3
Good,4
Enter the Void,3
Vamps,0
Hachi: A Dog's Tale,1
Zulu,0
The Homesman,0
Juwanna Mann,0
Ararat,4
Madison,4
Slow Burn,0
Wasabi,0
Slither,0
Beverly Hills Cop,2
Home Alone,2
Three Men and a Baby,4
Tootsie,1
Top Gun,2
"Crouching Tiger, Hidden Dragon",1
American Beauty,2
The King's Speech,2
Twins,1
The Yellow Handkerchief,0
The Color Purple,3
Tidal Wave,0
The Imitation Game,2
Private Benjamin,4
Coal Miner's Daughter,3
Diary of a Wimpy Kid,1
Mama,1
National Lampoon's Vacation,3
Bad Grandpa,1
The Queen,1
Beetlejuice,3
Why Did I Get Married?,1
Little Women,0
The Woman in Black,1
When a Stranger Calls,1
Big Fat Liar,1
The Deer Hunter,3
Wag the Dog,1
The Lizzie McGuire Movie,1
Snitch,1
Krampus,1
The Faculty,3
What's Love Got to Do with It,4
Cop Land,3
Not Another Teen Movie,1
End of Watch,1
The Skulls,0
The Theory of Everything,1
Malibu's Most Wanted,4
Where the Heart Is,3
Lawrence of Arabia,3
Halloween II,0
Wild,1
The Last House on the Left,3
The Wedding Date,1
Halloween: Resurrection,0
The Princess Bride,3
The Great Debaters,3
Drive,2
Confessions of a Teenage Drama Queen,0
The Object of My Affection,1
28 Weeks Later,1
When the Game Stands Tall,1
Because of Winn-Dixie,0
Love & Basketball,0
Grosse Pointe Blank,0
All About Steve,0
Book of Shadows: Blair Witch 2,4
The Craft,0
Match Point,1
Ramona and Beezus,0
The Remains of the Day,0
Boogie Nights,3
Nowhere to Run,4
Flicka,0
The Hills Have Eyes 2,0
Urban Legends: Final Cut,0
Tuck Everlasting,4
The Marine,0
Keanu,1
Country Strong,0
Disturbing Behavior,0
The Place Beyond the Pines,1
The November Man,1
Eye of the Beholder,0
The Hurt Locker,1
Firestarter,0
Killing Them Softly,1
A Most Wanted Man,3
Freddy Got Fingered,4
VeggieTales: The Pirates Who Don't Do Anything,4
U2 3D,0
Highlander: Endgame,0
Idlewild,4
One Day,1
Whip It,0
Knockaround Guys,0
Confidence,4
The Muse,4
De-Lovely,0
New York Stories,0
Barney's Great Adventure,4
The Man with the Iron Fists,0
Home Fries,0
Here On Earth,4
Brazil,3
Raise Your Voice,0
The Big Lebowski,2
Black Snake Moan,0
Dark Blue,0
A Mighty Heart,0
Whatever It Takes,0
Boat Trip,0
The Importance of Being Earnest,4
The Love Letter,4
Hoot,4
In Bruges,1
Peeples,4
The Rocker,0
Post Grad,0
Promised Land,0
Whatever Works,0
The In Crowd,0
The Three Burials of Melquiades Estrada,0
Jakob the Liar,4
Kiss Kiss Bang Bang,3
Idle Hands,0
Mulholland Drive,1
Blood and Chocolate,4
You Will Meet a Tall Dark Stranger,0
Never Let Me Go,1
The Company,4
Transsiberian,0
The Clan of the Cave Bear,0
Crazy in Alabama,4
Funny Games,1
Listening,4
Felicia's Journey,4
Metropolis,2
District B13,3
Things to Do in Denver When You're Dead,0
The Assassin,0
Buffalo Soldiers,0
The Return,4
Ong Bak 2,0
